question_id,timestamp,interarrival_seconds
4f332ebd8cdc4ff2be74aa8828ff20d5,2023-04-24 16:33:31.336899996+00:00,20.786299944
4e5e84fdd6584ad899b9a97083594263,2023-04-24 16:33:35.717099905+00:00,4.380199909
5f3ce4c243b24f8b94fb94cc3d191937,2023-04-24 16:35:00.663100004+00:00,84.946000099
20b096f576f34cd3836afc8e70cadf8e,2023-04-24 16:35:54.329400063+00:00,53.666300059
dbae6a31ded649659643c86c1d1422d3,2023-04-24 16:36:50.297399998+00:00,55.967999935
fbb56105311f412d8ef30d2a41bd3a37,2023-04-24 16:37:20.484499931+00:00,30.187099933
a33a2682c2ae4ae6a06ec06de4edddd3,2023-04-24 16:37:32.807499886+00:00,12.322999955
33c771c3f0a14138b1de816a1ce1c958,2023-04-24 16:37:54.627599955+00:00,21.820100069
ef0ea4eda43e4f4d838442310cf29f55,2023-04-24 16:37:57.948999882+00:00,3.321399927
b75509372cd641688c7629a01f969e75,2023-04-24 16:38:43.211999893+00:00,45.263000011
b1d30644adb34b97b58d67e6b9cad047,2023-04-24 16:39:36.332799911+00:00,53.120800018
672d3b4cde524276b12d0f2e5ccba385,2023-04-24 16:40:20.748699903+00:00,44.415899992
8120899314f74641b09c2aa114d4d253,2023-04-24 16:41:07.307399988+00:00,46.558700085
9c9f09f456904602b08d1815669b6964,2023-04-24 16:41:17.894000053+00:00,10.586600065
3faa3dd290324ce0bd7379dac9082f19,2023-04-24 16:41:52.552299976+00:00,34.658299923
30c6f04e7a684fff8b2a522a9a5c8279,2023-04-24 16:41:58.983400106+00:00,6.43110013
d0832d6f73344e2da506d1c42951c397,2023-04-24 16:42:05.149499893+00:00,6.166099787
b1f67e47352a41af91144e3735e68f69,2023-04-24 16:43:27.055700064+00:00,81.906200171
aa7d1da993e34236bd0692cd0d9ac25f,2023-04-24 16:43:50.107199907+00:00,23.051499843
670a43c88d734eaa9e0c80415e26ba6f,2023-04-24 16:44:16.161099911+00:00,26.053900004
c2d8673f269349fa987708c5f016ee2c,2023-04-24 16:44:20.103100061+00:00,3.94200015
238ae6b8eaa842a99f0c84a15379d927,2023-04-24 16:44:21.781199932+00:00,1.678099871
f2be6f13e5ed40e5b81443223996494c,2023-04-24 16:44:46.414099932+00:00,24.6329
16b3abe6d420433b8b08bf6f57ea2fd2,2023-04-24 16:44:59.356100082+00:00,12.94200015
50a5df80ce994f0eb05e79f1f613ce81,2023-04-24 16:45:01.626499891+00:00,2.270399809
823f94f564004faa9455775a027b8856,2023-04-24 16:45:02.005899906+00:00,0.379400015
222ea185fe2a4a688bc38ce2cec8bba3,2023-04-24 16:45:15.712399960+00:00,13.706500054
274f542c4fec47ce96bc8bdaf193752d,2023-04-24 16:45:43.130700111+00:00,27.418300151
fac93e36ee114668a73c58c91ffeeb76,2023-04-24 16:45:46.897500038+00:00,3.766799927
b9b6dade88f34b9c90e5de621675258e,2023-04-24 16:46:29.150599957+00:00,42.253099919
3ca642d1557047e896f22ef0d49fa233,2023-04-24 16:46:49.058000088+00:00,19.907400131
48a0aedb6e7d4c9eb711b860a84398a1,2023-04-24 16:47:08.527100086+00:00,19.469099998
fa56e231569d460089a2996c8ef771e9,2023-04-24 16:49:46.164400101+00:00,157.637300015
54cf2f3abc714a99a966af7cde90219a,2023-04-24 16:50:42.777199984+00:00,56.612799883
5fafefb8a0c54243afb52d2892946cea,2023-04-24 16:50:57.741100073+00:00,14.963900089
0fcdc18a40824fdc9706bf010d76b77c,2023-04-24 16:51:24.279000044+00:00,26.537899971
8e116eb893dd4dc89614cd7ae1654b17,2023-04-24 16:52:54.320100069+00:00,90.041100025
7834f572267f40709ecebb273a2b346b,2023-04-24 16:54:34.042700052+00:00,99.722599983
137755865eb24e01815b45ff7f557be0,2023-04-24 16:54:42.194000006+00:00,8.151299954
1ccc7e58290245c4bd5457fce45f8640,2023-04-24 16:56:29.934200048+00:00,107.740200042
77a6fe1917e84c17b34c6d168c8327fc,2023-04-24 16:59:04.754600048+00:00,154.8204
f222ca17e837463c92fbc46827745456,2023-04-24 17:02:32.523299932+00:00,207.768699884
0d096a65525f4fca88e308dc4fa8c9d5,2023-04-24 17:05:31.862400055+00:00,179.339100123
d3ac68bb4ec2489faeaaf42fbe31ed59,2023-04-24 17:07:26.264199972+00:00,114.401799917
1bf29d8e0d26467aba8e75cd1d620f70,2023-04-24 17:08:06.791300058+00:00,40.527100086
482c48d602704ecba706287177adc75b,2023-04-24 17:10:06.452399969+00:00,119.661099911
08495d4ab2514e7ca511e494dd96a596,2023-04-24 17:14:52.703099966+00:00,286.250699997
d5c082dc814648f1b8e8459f2433e655,2023-04-24 17:15:25.604099989+00:00,32.901000023
892648bde822484eb5af0356331e7053,2023-04-24 17:16:57.811399937+00:00,92.207299948
0d93b9970be44b0fbc14b42eea0c4678,2023-04-24 17:17:10.217499971+00:00,12.406100034
1808a2a2239a49e18726d71017cea017,2023-04-24 17:17:10.411900043+00:00,0.194400072
c729ce01675847bea102b29f7baa281e,2023-04-24 17:17:34.289999962+00:00,23.878099919
884550a835bb46378ca4defecfd01c20,2023-04-24 17:18:27.634799957+00:00,53.344799995
0eb5e609dcd64d02a8f7dda909de5858,2023-04-24 17:18:50.081500053+00:00,22.446700096
66abfce97ac24dc9979679796a9bcdde,2023-04-24 17:19:56.285000086+00:00,66.203500033
dc7f0ea67aa94095adc8b48205af363b,2023-04-24 17:21:07.167799950+00:00,70.882799864
c284f2bf6c7243b5aad2b5539fec9866,2023-04-24 17:22:02.916300058+00:00,55.748500108
0c79e21662844d58a6d357afc6ec3dac,2023-04-24 17:23:02.825500011+00:00,59.909199953
7b6370efdace47b9a47a6c136258f86b,2023-04-24 17:23:36.165400028+00:00,33.339900017
56d27226d9734c7bb1a9f09ae4b8d955,2023-04-24 17:23:54.229199886+00:00,18.063799858
d2fb00b06efa4584851d566e24614135,2023-04-24 17:24:44.211899996+00:00,49.98270011
cee2616f8314414484932132db8897f6,2023-04-24 17:25:31.845400095+00:00,47.633500099
22af98b642bf49b38ee6b9b0f470219a,2023-04-24 17:25:59.351399899+00:00,27.505999804
8a149df1b65149fbacf03942ad5381b6,2023-04-24 17:27:03.294899940+00:00,63.943500041
0463a94054834d7496af695c803f6495,2023-04-24 17:27:22.090800047+00:00,18.795900107
1d229c33f57f438aad00868c7f9bcedb,2023-04-24 17:27:34.684299946+00:00,12.593499899
ba8d59ff16134a1386c1ed320ae5f837,2023-04-24 17:27:35.904299974+00:00,1.220000028
bfa6eb28d7bd48f78394284003a79a44,2023-04-24 17:27:46.029799938+00:00,10.125499964
b0dc50eed3d94704b6a4e252e210bdaa,2023-04-24 17:27:47.539299965+00:00,1.509500027
847f710e35d24f4fab1957ec29acd190,2023-04-24 17:27:57.841799974+00:00,10.302500009
68d973b468f94340a60c1f1bf1fde4d2,2023-04-24 17:28:36.452300072+00:00,38.610500098
83c14e0c1f294b66916e1a387941af36,2023-04-24 17:28:38.009099960+00:00,1.556799888
442202c967a547a0a31446e610ec6c64,2023-04-24 17:30:51.550499916+00:00,133.541399956
82648137d76741fe8007c8037e775f00,2023-04-24 17:30:51.616699934+00:00,0.066200018
ca48a996d0ff44ab9f42592be3b6d0f1,2023-04-24 17:31:51.537699938+00:00,59.921000004
be0f6bf4ec6d459ab8b6a96a8f973de1,2023-04-24 17:32:36.458199978+00:00,44.92050004
7ac156abba194e3286137ff5bc3b6a20,2023-04-24 17:32:55.073800087+00:00,18.615600109
efe500a1e76b41d29a949419133fd2f3,2023-04-24 17:33:51.947200060+00:00,56.873399973
09340e9dbf684ec68b1f14891a415068,2023-04-24 17:34:10.773799896+00:00,18.826599836
95579a083e4047e384f41ab6d7ce9e44,2023-04-24 17:35:01.838099957+00:00,51.064300061
29a38b93020c4550beb4e23bbe8e808a,2023-04-24 17:35:19.661000013+00:00,17.822900056
d248eaf6de6e40aca61222c9b526cfc1,2023-04-24 17:35:29.022500038+00:00,9.361500025
cfd7f7e7b4644addb405f2774a4bd5f4,2023-04-24 17:35:36.470200062+00:00,7.447700024
721f624ebba8498386a72a75a4bddcd3,2023-04-24 17:36:02.818700075+00:00,26.348500013
ab21da5438a94ab4a93d6ff0b66cf8b8,2023-04-24 17:36:28.888000011+00:00,26.069299936
5bbcf15ca41b48bb8dd3cb02cbab31b7,2023-04-24 17:37:09.143599987+00:00,40.255599976
50e54d6c6e194036887c3f35a52e3c67,2023-04-24 17:37:31.338999987+00:00,22.1954
d863f1acfb6f4a7688e828399710281a,2023-04-24 17:37:48.470599890+00:00,17.131599903
9433347eca81489883b38642a9808497,2023-04-24 17:38:33.726900101+00:00,45.256300211
0834e257189848969ebeafc8b2319de4,2023-04-24 17:39:07.452800035+00:00,33.725899934
78c8a31836c34fd294d8bd02591a7a01,2023-04-24 17:40:07.168100119+00:00,59.715300084
158fdef91e7549b38a54f1d0bf0b9071,2023-04-24 17:40:11.022200108+00:00,3.854099989
4381c01f4c754ad48ba48b06005205c9,2023-04-24 17:41:19.400500059+00:00,68.378299951
3d239ce5b0c943fca81e73f61412d7f8,2023-04-24 17:42:10.811500072+00:00,51.411000013
eb50427500f84efd86a9d6b309078d8e,2023-04-24 17:42:52.301899910+00:00,41.490399838
a0765fed811b491d9cd1d556e774390b,2023-04-24 17:43:20.006500006+00:00,27.704600096
73309096a6b448548bb0d1a0155b3641,2023-04-24 17:43:27.443500042+00:00,7.437000036
74df3f8bf2ea4720baa3d4be869bedc5,2023-04-24 17:43:53.688400030+00:00,26.244899988
2ca2c7b606334f71994636bd00164cd0,2023-04-24 17:45:06.756799936+00:00,73.068399906
c90fff6224d44bcf8c79d5b3953a0170,2023-04-24 17:46:16.275300026+00:00,69.51850009
e2031c6fe33f416da86a969274e5ecaf,2023-04-24 17:46:59.779400110+00:00,43.504100084
86ef885b5fb84de8843d72ae8cc7204a,2023-04-24 17:47:36.388099909+00:00,36.608699799
b0c343364ffb458083fed7b573bfce0f,2023-04-24 17:49:22.795799971+00:00,106.407700062
a1d915a24ee94d9d9ae6b4e140249c81,2023-04-24 17:49:24.786999941+00:00,1.99119997
47c7c8331da043eb825b7481f98fa48d,2023-04-24 17:49:27.639800072+00:00,2.852800131
f84ccecd0e5a43bab6080b709bee895a,2023-04-24 17:49:47.207000017+00:00,19.567199945
78590d2f2dbf4fa793dc4f51b5e4500a,2023-04-24 17:49:48.602400064+00:00,1.395400047
6d4de3be8e734f91b160b4646b0524a1,2023-04-24 17:52:07.594000101+00:00,138.991600037
a221176bb381459cb8a324fa43679ae3,2023-04-24 17:52:12.634500027+00:00,5.040499926
cbf5c61800e84a539c74fa332723b277,2023-04-24 17:52:21.189100027+00:00,8.5546
824f239ca58442a3aff103bc65cd06ff,2023-04-24 17:52:26.840300083+00:00,5.651200056
e14b8d0847bc4913bd9d124f33eef2b2,2023-04-24 17:53:14.586100101+00:00,47.745800018
81c9f957e6aa43db90a03a490cbb5e78,2023-04-24 17:54:00.038800001+00:00,45.4526999
b2bd862733754f5d9901ddd2ded7a030,2023-04-24 17:55:13.334700108+00:00,73.295900107
b000c594a3594fdc80a4a3c3547364a4,2023-04-24 17:55:54.618599892+00:00,41.283899784
d0bedf9557544b509eeffde198bf9f3d,2023-04-24 17:56:32.995100021+00:00,38.376500129
dd2685fc038a4e41bb5adf14830ce4f7,2023-04-24 17:57:10.951600075+00:00,37.956500054
d1b8840840dc45868dcf1506dd324935,2023-04-24 17:58:09.504199982+00:00,58.552599907
a29f59b055a3483aa19596c4c9ec4f9a,2023-04-24 17:59:13.318399906+00:00,63.814199924
3e4c35469baf4d4a99561a392d795954,2023-04-24 17:59:42.883800030+00:00,29.565400124
132864941c7341e1ad46aab9252529ef,2023-04-24 18:01:40.955399990+00:00,118.07159996
d0b1bb3a355840658857be765415b507,2023-04-24 18:01:45.384999990+00:00,4.4296
25b8f7dc47094428aac2424338c694df,2023-04-24 18:01:49.836299896+00:00,4.451299906
18051ba612d04779881d09f6c6736dbd,2023-04-24 18:03:11.344500065+00:00,81.508200169
f321fbaae65a4a8a818c44771f0c9dcb,2023-04-24 18:03:49.372100115+00:00,38.02760005
22e047126452488aa3c8588ca40df922,2023-04-24 18:04:13.246299982+00:00,23.874199867
5f0af0123af84c67ad320b57f102787d,2023-04-24 18:04:42.061800003+00:00,28.815500021
7abfd006a4684f1fb23ba6d18d8ab564,2023-04-24 18:06:25.673300028+00:00,103.611500025
3af57ae6b73847d99150cd9b276ee41a,2023-04-24 18:07:07.508100032+00:00,41.834800004
972718068c0b4df4b5da78c8b246ea1d,2023-04-24 18:08:07.351000071+00:00,59.842900039
27b4a6e671f54275bb9e1e88c62ad867,2023-04-24 18:08:17.323899984+00:00,9.972899913
05b58ac48132441285e80b226bcced3e,2023-04-24 18:08:42.655299902+00:00,25.331399918
a556c36a02fe45be83973ac2693e50bb,2023-04-24 18:09:15.500699997+00:00,32.845400095
6a77dc62487441318e1910c209629564,2023-04-24 18:09:40.260299921+00:00,24.759599924
d5f3a8fd61fb4ec4b276f17b139d660e,2023-04-24 18:10:17.921200037+00:00,37.660900116
e86e504e6af948d7bbfe5b27884ac1ea,2023-04-24 18:11:03.605099916+00:00,45.683899879
d4ff99719bff474d8bdc9f17bf58d18d,2023-04-24 18:11:06.275099993+00:00,2.670000077
fabaefca92e342b497fd64955850f757,2023-04-24 18:11:21.912400007+00:00,15.637300014
de901503183c4438a36b13ace3ce0f5d,2023-04-24 18:11:24.318099976+00:00,2.405699969
343961918d0348569ee597a26e7dcb5b,2023-04-24 18:11:50.210500002+00:00,25.892400026
f5cd8397e2e84a42af8a9a279bf7ba0f,2023-04-24 18:12:52.476999998+00:00,62.266499996
0f3855e988f94075ac71cf7ec7be5651,2023-04-24 18:13:55.314500093+00:00,62.837500095
5e3e25df9f214f8e8d8e24af99742f74,2023-04-24 18:14:14.875299931+00:00,19.560799838
dc54e74a22c3461995055fda840bbc7f,2023-04-24 18:14:17.922100067+00:00,3.046800136
e98c979d90d84e9b8028b142a6243826,2023-04-24 18:15:22.007400036+00:00,64.085299969
daa6eddfefbe4579a7936f8ad0f7ce6a,2023-04-24 18:15:33.514600038+00:00,11.507200002
b814fc62acb54da38a161c6042c86d1e,2023-04-24 18:16:23.055299997+00:00,49.540699959
df15beace1e541a892980be5d9762028,2023-04-24 18:17:53.218699932+00:00,90.163399935
3c03889aad554048916afc511417e40b,2023-04-24 18:18:10.683399916+00:00,17.464699984
d31f4bbef7f54e3188311ef7c864bb64,2023-04-24 18:18:40.524600029+00:00,29.841200113
0628689c283f475d806c11d8e0c6c42b,2023-04-24 18:20:13.891099930+00:00,93.366499901
0ba71a41d7ad4e1986569e63a7070a42,2023-04-24 18:20:28.046600103+00:00,14.155500173
c623b96f5fca47ec89d929a80a4a1186,2023-04-24 18:20:35.910799980+00:00,7.864199877
c218264512424ae1afee82f6713bf57a,2023-04-24 18:22:03.543400049+00:00,87.632600069
434df271945c44e388c66a058813f5dc,2023-04-24 18:23:00.639100075+00:00,57.095700026
b4d4c3e1691048babffb14ce539b34dc,2023-04-24 18:23:27.163300037+00:00,26.524199962
71bb4d5033ee4721b76784099378f45f,2023-04-24 18:24:30.421000004+00:00,63.257699967
98574ba10ea54efbab3c45f0aca46df6,2023-04-24 18:24:41.433500051+00:00,11.012500047
9c46e62e3549493c9065cbf067eb1fe1,2023-04-24 18:26:13.057699919+00:00,91.624199868
d5de453213434172abeafbf9eb0ffb3c,2023-04-24 18:26:22.438600063+00:00,9.380900144
9fdd17669ef24b9facddd471b0531f9c,2023-04-24 18:26:31.739799976+00:00,9.301199913
f95d0649a2344c1c90e16aab0064c254,2023-04-24 18:26:46.913700104+00:00,15.173900128
eb528b8f04dc49018956a353a1ad75c4,2023-04-24 18:26:50.623199940+00:00,3.709499836
62bef71063304148a17d6693bb4e278f,2023-04-24 18:27:24.193300009+00:00,33.570100069
ea3767755f5e4cd58798e6314351f577,2023-04-24 18:28:14.728100061+00:00,50.534800052
dc43ce88c21c4262bc9cdfe363955c51,2023-04-24 18:28:49.475300074+00:00,34.747200013
b9030dbdfc9e4bc48a47f681cfed94c1,2023-04-24 18:29:01.462399960+00:00,11.987099886
7ca1c90b6b2043e89ed14c37eee23298,2023-04-24 18:29:49.494299889+00:00,48.031899929
9169dac428964e81825d4cb9214f5b12,2023-04-24 18:29:59.865299940+00:00,10.371000051
4d1bad8920ad46db91cd3cc716b60595,2023-04-24 18:30:21.909199953+00:00,22.043900013
17c2fe034b14436093221dfc0431ec14,2023-04-24 18:31:40.409699917+00:00,78.500499964
9defc9b54b984e939053b6a919095a8f,2023-04-24 18:31:47.597399950+00:00,7.187700033
6ef71d0a4e9345d2b505217830fd39af,2023-04-24 18:31:52.288800001+00:00,4.691400051
b8bac339a7d54685b4f79f5886cccf0c,2023-04-24 18:31:57.548000097+00:00,5.259200096
732fed08ab5040269799a7a83cd5ab5a,2023-04-24 18:32:58.185600042+00:00,60.637599945
965d668508cf4cf6b52a55feca402646,2023-04-24 18:33:10.611599922+00:00,12.42599988
dd8e8d837ad8493bb83d0ef16a3367a5,2023-04-24 18:33:11.150399923+00:00,0.538800001
ea8b18c9237e4b66a52fb25b488b7c7a,2023-04-24 18:34:10.131700038+00:00,58.981300115
5010273f473a4a459ff70f383c531a0c,2023-04-24 18:35:19.125000+00:00,68.993299962
ae732d9e96d142f7b081f65a6eefd949,2023-04-24 18:35:42.639699936+00:00,23.514699936
654c71391d144e72a1a93a1a8d4a7efb,2023-04-24 18:36:07.562200069+00:00,24.922500133
9563e13fd05b4c25a3e65918f194f9f8,2023-04-24 18:36:58.803900003+00:00,51.241699934
ea200a1678b44df889702f513cccea76,2023-04-24 18:37:02.223500013+00:00,3.41960001
bbd7096ee64b4e89ab3f7aba619eff91,2023-04-24 18:37:10.636499882+00:00,8.412999869
702a9c85c7d5482d8a6ebf50d623f2be,2023-04-24 18:37:14.710400105+00:00,4.073900223
14728d76ca464160adb89c11dc1c11f6,2023-04-24 18:39:38.883800030+00:00,144.173399925
630d45dfa5a742e990aa67eb1f7c9912,2023-04-24 18:40:06.789099932+00:00,27.905299902
59caa41ea2d0442ba027576fbe4092ff,2023-04-24 18:40:58.516000032+00:00,51.7269001
e048a85517ef4046b938632dfaead775,2023-04-24 18:41:23.244499922+00:00,24.72849989
a0a4f2fed0e749c5929c957c11f0163f,2023-04-24 18:41:42.307699919+00:00,19.063199997
037f5195517046958affa02cf56cac75,2023-04-24 18:42:44.158600092+00:00,61.850900173
696b6556202d4326b8c1b80b14d3458c,2023-04-24 18:43:36.288800001+00:00,52.130199909
6a389c1f5e3943028603fad9b581cb5c,2023-04-24 18:43:51.435199976+00:00,15.146399975
c67e86f00a2444fda94e7c9007460b90,2023-04-24 18:43:59.591399908+00:00,8.156199932
bd6be5aea2c444b4814605c1d0ec4c45,2023-04-24 18:44:10.335999966+00:00,10.744600058
43d9b5d70b9f4582aaf141e8df086721,2023-04-24 18:44:32.891900063+00:00,22.555900097
dee3d3fc14854433b7f69cdc9a24bd2e,2023-04-24 18:45:44.963000059+00:00,72.071099996
cf1d55f8ef2042df96b9c7ce6b966dfe,2023-04-24 18:46:12.044899940+00:00,27.081899881
f2f95a39872a4c8f97a305bae5fe0409,2023-04-24 18:47:23.882499933+00:00,71.837599993
f262769b4863484e8928109448920d2f,2023-04-24 18:47:45.522099972+00:00,21.639600039
304fdfc0fb7140b3a1cb29d2093dfbba,2023-04-24 18:49:25.357399940+00:00,99.835299968
6f4c2ad6992541cdabe5006a82317c8c,2023-04-24 18:49:30.350500107+00:00,4.993100167
56f120d800ef4edd82ea232e4dc281a6,2023-04-24 18:51:35.095900059+00:00,124.745399952
2e7258432c13451a9ad80b072459eef4,2023-04-24 18:51:45.526700020+00:00,10.430799961
299196752ec74350a5e3d28f6eb59474,2023-04-24 18:51:46.844199896+00:00,1.317499876
119b348113a84b44a1fed88ac181fdc2,2023-04-24 18:52:06.699700117+00:00,19.855500221
1a9203ab05024df08ef24b45d411037a,2023-04-24 18:52:27.322900057+00:00,20.62319994
a1b4c664c1764bf29be56b3485564a99,2023-04-24 18:53:23.837399960+00:00,56.514499903
1f3c09995c5444fb8630ce616bceb89b,2023-04-24 18:53:47.938400030+00:00,24.10100007
c1b2907cbab04fa5b93f8bead87b9c08,2023-04-24 18:54:49.405600071+00:00,61.467200041
4aadc09bd0e54b5d8b3767e649abf9fb,2023-04-24 18:54:59.033200026+00:00,9.627599955
00746095b1e64dbb9fe0d26e8a19140e,2023-04-24 18:55:41.924099922+00:00,42.890899896
7acb1dcf32f5463f8d303d711b0e894f,2023-04-24 18:56:30.186599970+00:00,48.262500048
c7e323c93d164ff88cc667b0aee24fdc,2023-04-24 18:57:18.023499966+00:00,47.836899996
a908b525aaa74a6fb4646a19cf3b2951,2023-04-24 18:57:36.390799999+00:00,18.367300033
0054297fa6f74a948ed529082903ebfa,2023-04-24 18:58:23.660700083+00:00,47.269900084
ad65f2eddae643e0a3471dee1968b5f2,2023-04-24 18:58:45.571000099+00:00,21.910300016
27a7f9667d584d259eb744dacab51288,2023-04-24 18:59:06.370500088+00:00,20.799499989
2f38391fa7514e9c9280075e28403a99,2023-04-24 18:59:29.542000055+00:00,23.171499967
e3d8a098ae3944a995981ec626b421ef,2023-04-24 19:00:44.212100029+00:00,74.670099974
a56ed37a50d04657b19beabb4df1f4cf,2023-04-24 19:00:50.239900112+00:00,6.027800083
3ff0c31c52e5451197411642053a07de,2023-04-24 19:03:09.675899982+00:00,139.43599987
1f26a4f172c74f1c910b02e9d89b926b,2023-04-24 19:04:04.494400024+00:00,54.818500042
18992111d82a4f3c8c5021ee8e61fd12,2023-04-24 19:05:12.725899935+00:00,68.231499911
68c15a839fc344c4899d0fcd3a97658c,2023-04-24 19:07:18.824899912+00:00,126.098999977
41f3af71489544cba3f69ee2863a0d4f,2023-04-24 19:07:24.164299965+00:00,5.339400053
dc4adbf893664f48bb90c8d0eb478de0,2023-04-24 19:08:33.520299910+00:00,69.355999945
ad4292c5b393488a9cad57b06da9dc84,2023-04-24 19:08:47.328799963+00:00,13.808500053
9c1d2f93da324000b905fbefbe02011a,2023-04-24 19:08:55.217499971+00:00,7.888700008
900d3e49905645569396f9c3f458cdc2,2023-04-24 19:09:16.922600031+00:00,21.70510006
2adfbe126c564aeb90e20a20e0ef91f2,2023-04-24 19:11:04.662600040+00:00,107.740000009
4e6446c00a2447d0ad09c58ce942e2c5,2023-04-24 19:11:24.788000107+00:00,20.125400067
0711acde63c64c5a9d41e132180b500f,2023-04-24 19:12:48.417500019+00:00,83.629499912
5e3d7d6f3b81462ab09c3a83b8109856,2023-04-24 19:13:33.827399969+00:00,45.40989995
fdcfc53f7ee84ef590ad464f00e92560,2023-04-24 19:14:19.588500023+00:00,45.761100054
2f0efccad37840fc8aa9ffb73ceaadfd,2023-04-24 19:17:35.491800070+00:00,195.903300047
8a2356e2f5b84cd6831b8a28e611243a,2023-04-24 19:19:11.295799971+00:00,95.803999901
d6d34b47e0ca4c878a30030e69e5a580,2023-04-24 19:20:10.314300060+00:00,59.018500089
fcc7a39bb6184f0992343b136dcdec5d,2023-04-24 19:20:18.672100067+00:00,8.357800007
a8d614ea69db40229cb460dd1d95fbac,2023-04-24 19:20:47.928100109+00:00,29.256000042
c37aeb3bbafe4f8fba90dc46f0ca3266,2023-04-24 19:21:30.367799997+00:00,42.439699888
add9ea64ee97473da87c74906f7d2e49,2023-04-24 19:23:25.431099892+00:00,115.063299895
a49f6f6403384648bb98b1ea76c6f46e,2023-04-24 19:23:38.551700115+00:00,13.120600223
007a16281807490aabad6346b2a687ef,2023-04-24 19:25:16.316299915+00:00,97.7645998
8dbd7a639d914051bae931274b6d632e,2023-04-24 19:28:12.114700079+00:00,175.798400164
2908801ff4c94a61be3a4fd2f306b983,2023-04-24 19:29:35.546600103+00:00,83.431900024
d3065b5cc4064ed986a74926a7959083,2023-04-24 19:29:48.825299978+00:00,13.278699875
de3faf4ae02a42e0a1413e4776acb313,2023-04-24 19:31:13.424200058+00:00,84.59890008
5be6b69a39cf4c949eae776235705cef,2023-04-24 19:31:45.614300013+00:00,32.190099955
0947dd929dd4453ba65cd7438cacacd3,2023-04-24 19:32:17.335299969+00:00,31.720999956
631f3735828b4e808ab8ec1cdddec685,2023-04-24 19:33:26.099800110+00:00,68.764500141
01b39ec988ff4072a1e01fb8a0bc2458,2023-04-24 19:33:42.249500036+00:00,16.149699926
ed588dc8cfa840e5bb858caf1bb6b793,2023-04-24 19:34:31.098599911+00:00,48.849099875
3e76668f9e09494e8406cb12eb3c33d8,2023-04-24 19:36:06.089299917+00:00,94.990700006
55309e27830d4367bc3d1695670b22b5,2023-04-24 19:36:08.586800098+00:00,2.497500181
b64e9e11859b485db932a8f751bfe027,2023-04-24 19:41:42.140199900+00:00,333.553399802
aaa1d046f0704bd3ae9c5c08c695bec0,2023-04-24 19:42:27.544399977+00:00,45.404200077
514215dbc7374db496e20dda69e2976a,2023-04-24 19:43:04.010600090+00:00,36.466200113
9066723b3cc749e2be0d171e8642b5b7,2023-04-24 19:45:32.931200027+00:00,148.920599937
cf2e9f281f744bc68920e6024a6abf54,2023-04-24 19:45:38.019999981+00:00,5.088799954
6767258a866a424891824b4d459f579d,2023-04-24 19:46:21.719799995+00:00,43.699800014
6eb9b58139144c839713f925e5c2b854,2023-04-24 19:46:56.919300079+00:00,35.199500084
c2fbce72041c4945af30cb98d3bb91c3,2023-04-24 19:49:15.137799978+00:00,138.218499899
3121ad20af7c4198a48cb2cf8f3b0a80,2023-04-24 19:49:55.670900106+00:00,40.533100128
44a7bffcfd50492aaa72550eb2ec574f,2023-04-24 19:50:22.169600010+00:00,26.498699904
491fe3612a664a55b4fde8ad080bed45,2023-04-24 19:50:42.537100077+00:00,20.367500067
